annotation_id,comparison_id,task_scenario,disagreement_source_1,disagreement_source_2,disagreement_source_3,annotation_status,skywork_score_a,skywork_score_b,skywork_score_gap_abs,skywork_diverging_score,fsfairx_score_a,fsfairx_score_b,fsfairx_score_gap_abs,fsfairx_diverging_score
SV1_0132,d6fbd9cc5d8644358ac9e028f3b56a00,safety_or_sensitive,refusal_strategy,,,completed,-18.890625,-2.587890625,16.302734375,-16.302734375,-6.5,-9,2.5,-2.5
SV1_0133,14d099d02dfa475f8777d59f49824843,general_advice_or_chat,format_or_style,verbosity_or_concision,,completed,-6.37109375,-6.05078125,0.3203125,-0.3203125,-3.546875,-3.984375,0.4375,-0.4375
SV1_0134,59682759813e4e05b045fc9e6cc97611,reasoning_or_math,,,,completed,5.14453125,2.33984375,2.8046875,-2.8046875,-0.29296875,-0.796875,0.50390625,-0.50390625
SV1_0135,a868695e9302498083cd5f033908ea77,brainstorming_or_planning,factuality,format_or_style,,completed,-2.439453125,0.351318359375,2.790771484375,-2.790771484375,-3.1875,-1.2109375,1.9765625,-1.9765625
SV1_0136,3fcb44d444d04c5386fb85ecbcee6126,technical_or_coding,instruction_following,,,completed,-14.3046875,1.9091796875,16.2138671875,-16.2138671875,-5.34375,0.16015625,5.50390625,-5.50390625
SV1_0137,15fe2162da5441ad808841bbc8544bc9,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,10.9453125,15.1328125,4.1875,-4.1875,2.03125,0.294921875,1.736328125,-1.736328125
SV1_0138,2481b814354245518f3605d7ae8617f2,general_advice_or_chat,verbosity_or_concision,expertise_or_complexity,,completed,-7.0703125,3.08984375,10.16015625,-10.16015625,-6.09375,-1.65625,4.4375,-4.4375
SV1_0139,b8e557705e464f1ca16920d1b78cbafc,reasoning_or_math,,,,completed,9.234375,15.6484375,6.4140625,-6.4140625,-0.232421875,1.546875,1.779296875,-1.779296875
SV1_0140,a75072315a0f4b4796adb52877015833,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-0.70166015625,13.1171875,13.81884765625,-13.81884765625,-1.4140625,3.671875,5.0859375,-5.0859375
SV1_0141,2eb303f27de24638a93db87fb5ad88f6,general_advice_or_chat,task_ambiguity,refusal_strategy,,completed,-14.375,-9.34375,5.03125,-5.03125,-8.4375,-5.40625,3.03125,-3.03125
SV1_0142,4c1da41ad0264b25857ec7146b9839a2,writing_or_creative,factuality,,,completed,-15.90625,-12.65625,3.25,-3.25,-8.3125,-7.03125,1.28125,-1.28125
SV1_0143,b41aa1ba209a484eb8b1a2493583b998,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,17.4375,12.484375,4.953125,-4.953125,3.28125,3.34375,0.0625,-0.0625
SV1_0144,bb5d5991eb9048c78630e21a7d6a1187,reasoning_or_math,factuality,,,completed,0.6787109375,2.57421875,1.8955078125,-1.8955078125,-3.390625,-2.9375,0.453125,-0.453125
SV1_0145,5b205aea02234af1a1a547091fc0c034,technical_or_coding,verbosity_or_concision,expertise_or_complexity,,completed,1.1650390625,14.0625,12.8974609375,-12.8974609375,-4.3125,1.5625,5.875,-5.875
SV1_0146,a62931cda59e4566b9b2c9699e6c3f01,general_advice_or_chat,verbosity_or_concision,,,completed,1.828125,0.6923828125,1.1357421875,-1.1357421875,-3.265625,-4.375,1.109375,-1.109375
SV1_0147,93d72313cae7423a8ab5b09bfe22cb51,factual_qa,factuality,,,completed,-13.5859375,-19.4375,5.8515625,-5.8515625,-4.78125,-3.859375,0.921875,-0.921875
SV1_0148,6d8537bc2c99459ab628b49e87de1f9f,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,-1.130859375,-1.4443359375,0.3134765625,-0.3134765625,-0.458984375,-0.2177734375,0.2412109375,-0.2412109375
SV1_0149,7b928287cb4f4ad5bd2c23ad9b84a428,technical_or_coding,instruction_following,,,completed,-2.6875,13.28125,15.96875,-15.96875,-4.28125,1.734375,6.015625,-6.015625
SV1_0150,edea2bb509d34c3aa2248c78f364f045,reasoning_or_math,instruction_following,verbosity_or_concision,,completed,-10.3125,-6.04296875,4.26953125,-4.26953125,-5.59375,-2.375,3.21875,-3.21875
SV1_0151,feda630b0e3e45e0b3481de5f8d737f5,factual_qa,expertise_or_complexity,factuality,,completed,-0.1998291015625,1.970703125,2.1705322265625,-2.1705322265625,-2.078125,0.1416015625,2.2197265625,-2.2197265625
SV1_0152,82bd326fe08741d9bb546fa363c6eb1f,factual_qa,instruction_following,,,completed,-10.546875,-13.1015625,2.5546875,-2.5546875,-5.875,-3.75,2.125,-2.125
SV1_0153,ba683e1e98484928a9149284277f73b1,safety_or_sensitive,refusal_strategy,instruction_following,,completed,-14.3359375,-13.3984375,0.9375,-0.9375,-7.96875,-7.40625,0.5625,-0.5625
SV1_0154,0ec4723c8d304e72a0277585dc22566e,technical_or_coding,factuality,,,completed,1.1982421875,8.78125,7.5830078125,-7.5830078125,0.486328125,1.0390625,0.552734375,-0.552734375
SV1_0155,5b57169fe45e48f485a419c82a967fef,general_advice_or_chat,,,,completed,-3.0390625,-0.87060546875,2.16845703125,-2.16845703125,-1.265625,0.5625,1.828125,-1.828125
SV1_0156,2e0bd9c89c4c456db41ad20983e9763b,technical_or_coding,factuality,,,completed,-7.1328125,0.69091796875,7.82373046875,-7.82373046875,-5.65625,1.140625,6.796875,-6.796875
SV1_0157,80390816ec3744959260007521d6a3e1,safety_or_sensitive,refusal_strategy,,,completed,-7.875,-5.546875,2.328125,-2.328125,-9.25,-2.765625,6.484375,-6.484375
SV1_0158,a3f2f9b3219e4438a06065ad2cb50195,writing_or_creative,verbosity_or_concision,format_or_style,,completed,0.473388671875,9.40625,8.932861328125,-8.932861328125,-0.578125,1.4609375,2.0390625,-2.0390625
SV1_0159,fc760492020c40e78f1fc752e6f77608,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-1.3720703125,-0.4052734375,0.966796875,-0.966796875,-1.8125,0.06787109375,1.88037109375,-1.88037109375
SV1_0160,bc8dbed119274beeb491ce908779d175,reasoning_or_math,clear_quality_difference,,,completed,-15.8671875,-0.3759765625,15.4912109375,-15.4912109375,-3.359375,1.6328125,4.9921875,-4.9921875
SV1_0161,7e91072cf6c44bd393d05253d45defdc,reasoning_or_math,verbosity_or_concision,,,completed,1.3515625,26.890625,25.5390625,-25.5390625,-0.84765625,3.578125,4.42578125,-4.42578125
SV1_0162,8868b64498224d58bf49a81cd42aa238,reasoning_or_math,verbosity_or_concision,,,completed,-2.7578125,-9.859375,7.1015625,-7.1015625,-3.265625,-0.8515625,2.4140625,-2.4140625
SV1_0163,e21eb19b236843c1bd0a5f40113ebdde,general_advice_or_chat,verbosity_or_concision,expertise_or_complexity,,completed,-9.78125,-7.91015625,1.87109375,-1.87109375,-6.75,-5.1875,1.5625,-1.5625
SV1_0164,30ce4545c71f4f4d93744dbb4d62b8df,technical_or_coding,instruction_following,factuality,,completed,-8.25,-25.46875,17.21875,-17.21875,-2.25,-5.8125,3.5625,-3.5625
SV1_0165,2b86c446f0a4490792b63cd1f987db66,factual_qa,factuality,,,completed,-27.65625,-10.953125,16.703125,-16.703125,-8.75,-3.28125,5.46875,-5.46875
SV1_0166,d1c76cf135d34e5b881fea11d36b06cd,writing_or_creative,task_ambiguity,value_or_subjective_preference,,completed,-9.4140625,-4.6015625,4.8125,-4.8125,-4.125,-5,0.875,-0.875
SV1_0167,170140192fa6407ab0c7ae1b9e07cdae,reasoning_or_math,,,,completed,18.046875,3.453125,14.59375,-14.59375,1.3984375,-1.125,2.5234375,-2.5234375
SV1_0168,f4682c0a3d1947c790f1ad44f94e9fab,summarization_or_transformation,clear_quality_difference,,,completed,-12.125,-18.03125,5.90625,-5.90625,-2.4375,-3.921875,1.484375,-1.484375
SV1_0169,dac7bffad55a4290830ca1a07946293c,factual_qa,refusal_strategy,instruction_following,,completed,-12.4609375,-17.859375,5.3984375,-5.3984375,-4.4375,-8.9375,4.5,-4.5
SV1_0170,da18fb82c0704ce69a7fa241743e2acc,brainstorming_or_planning,task_ambiguity,verbosity_or_concision,,completed,-10.1015625,-2.751953125,7.349609375,-7.349609375,-6.78125,-4.3125,2.46875,-2.46875
SV1_0171,c4bd52fca133439fbdf8e42e993cf530,writing_or_creative,instruction_following,,,completed,-9.078125,-9.515625,0.4375,-0.4375,0.734375,4.15625,3.421875,-3.421875
SV1_0172,e8dcd9d65a524b68b90dfa3b28a5eb31,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-4.52734375,6.1015625,10.62890625,-10.62890625,-3.765625,0.37109375,4.13671875,-4.13671875
SV1_0173,22c72d7821c240a489504364e3eb6356,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,-0.389404296875,2.37109375,2.760498046875,-2.760498046875,-3.015625,-1.6796875,1.3359375,-1.3359375
SV1_0174,4eed3d0cd2464891bb29c10ad28afece,writing_or_creative,instruction_following,verbosity_or_concision,,completed,-1.2041015625,-4.51171875,3.3076171875,-3.3076171875,-2.515625,-2.25,0.265625,-0.265625
SV1_0175,af665b97e9c54f60ab39ec3772dddf02,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-2.919921875,12.1015625,15.021484375,-15.021484375,1.28125,4.03125,2.75,-2.75
SV1_0176,acd8e09080f140d896c640f3cca40335,brainstorming_or_planning,instruction_following,format_or_style,,completed,-3.83203125,2.03125,5.86328125,-5.86328125,-3.078125,0.69140625,3.76953125,-3.76953125
SV1_0177,93123514b3e74f4ea5c8faece5d0246c,writing_or_creative,factuality,,,completed,6.71875,13.1953125,6.4765625,-6.4765625,-2.109375,2.734375,4.84375,-4.84375
SV1_0178,1431decf5c394844b8dc99bbc44d383c,writing_or_creative,value_or_subjective_preference,factuality,,completed,-7.08984375,-1.224609375,5.865234375,-5.865234375,-4.21875,-1.671875,2.546875,-2.546875
SV1_0179,16f6d4ef13f5416cb4fbe33096a63007,factual_qa,factuality,verbosity_or_concision,,completed,-11.640625,22.03125,33.671875,-33.671875,-5.03125,1.65625,6.6875,-6.6875
SV1_0180,25c8f48ba395444290f253e0252fea52,general_advice_or_chat,verbosity_or_concision,,,completed,3.400390625,4.8515625,1.451171875,-1.451171875,-0.0177001953125,-0.25,0.2322998046875,-0.2322998046875
SV1_0181,1c9dff1b21a2440abc002106a767e88e,general_advice_or_chat,,,,completed,-5.578125,0.273681640625,5.851806640625,-5.851806640625,-2.140625,-0.73828125,1.40234375,-1.40234375
SV1_0182,c9cb2d9d31974d12b34497d8567d1fc1,summarization_or_transformation,instruction_following,,,completed,-4.75390625,-2.001953125,2.751953125,-2.751953125,-4.625,-3,1.625,-1.625
SV1_0183,b339c522f8ea4690b3dd78607e47accc,reasoning_or_math,factuality,,,completed,-2.837890625,-5.625,2.787109375,-2.787109375,-4.625,-1.2734375,3.3515625,-3.3515625
SV1_0184,0b26234e870b453e862383e4c9e5a999,reasoning_or_math,instruction_following,factuality,,completed,-7.81640625,-0.75146484375,7.06494140625,-7.06494140625,-2.109375,1.234375,3.34375,-3.34375
SV1_0185,7f9eba73ff9e40dc919294ab9ebdf63c,factual_qa,value_or_subjective_preference,verbosity_or_concision,,completed,-1.466796875,28.921875,30.388671875,-30.388671875,-3.0625,2.625,5.6875,-5.6875
SV1_0186,56616c559a4e40bf9e66855f9ebb3687,technical_or_coding,instruction_following,factuality,,completed,-17.140625,-19.0625,1.921875,-1.921875,-4.75,-4.65625,0.09375,-0.09375
SV1_0187,83b8d70240f245b89dddfb066cb88a94,brainstorming_or_planning,,,,completed,0.8359375,0.830078125,0.005859375,-0.005859375,-5.125,-6.90625,1.78125,-1.78125
SV1_0188,3bec3ace04884c1ab166ed170be9efe1,technical_or_coding,factuality,,,completed,-10.8359375,26.046875,36.8828125,-36.8828125,-6.65625,2.078125,8.734375,-8.734375
SV1_0189,8372b28134f249d2a353b5f70e561474,safety_or_sensitive,refusal_strategy,,,completed,-17.90625,-3.22265625,14.68359375,-14.68359375,-16.5,-10.5625,5.9375,-5.9375
SV1_0190,e9c8b90d205b4e0d9595c4c19e7654a1,technical_or_coding,instruction_following,,,completed,-6.76953125,15.28125,22.05078125,-22.05078125,-3.40625,3.328125,6.734375,-6.734375
SV1_0191,91d63a3e3b994910b833bec7e934279c,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-13.2734375,4.5703125,17.84375,-17.84375,-3.703125,4.0625,7.765625,-7.765625
SV1_0192,1bbcb748bb554fa3ae26651915f87768,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,-9.3515625,-1.078125,8.2734375,-8.2734375,-4.3125,-3.4375,0.875,-0.875
SV1_0193,84f8f12470214bb4b8f70984dbcdbc8e,technical_or_coding,verbosity_or_concision,,,completed,4.2421875,3.203125,1.0390625,-1.0390625,-4.71875,-3.625,1.09375,-1.09375
SV1_0194,17ca32180d9242fdbac933676c1cd1ee,writing_or_creative,value_or_subjective_preference,verbosity_or_concision,,completed,-1.4443359375,20.890625,22.3349609375,-22.3349609375,-0.2177734375,5.53125,5.7490234375,-5.7490234375
SV1_0195,4a1908c374654182bef662821568d0a3,brainstorming_or_planning,verbosity_or_concision,,,completed,-1.8720703125,3.494140625,5.3662109375,-5.3662109375,-2.921875,-2.515625,0.40625,-0.40625
SV1_0196,99e7526e45da4863ac17b6560a04a57e,brainstorming_or_planning,value_or_subjective_preference,format_or_style,,completed,3.923828125,12.125,8.201171875,-8.201171875,-2.015625,0.74609375,2.76171875,-2.76171875
SV1_0197,7c1934f5dfbc4c87898922c4050738ef,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-2.158203125,9.328125,11.486328125,-11.486328125,-2.75,2.75,5.5,-5.5
SV1_0198,70bcf2b982664280bb03896c515edd16,technical_or_coding,verbosity_or_concision,expertise_or_complexity,,completed,-3.830078125,-8.625,4.794921875,-4.794921875,-0.62890625,4.78125,5.41015625,-5.41015625
SV1_0199,c82e27a310284c78834b033d84e1f69e,technical_or_coding,verbosity_or_concision,expertise_or_complexity,,completed,-20.90625,-11.34375,9.5625,-9.5625,-3.9375,0.8125,4.75,-4.75
SV1_0200,89279c2ef21c4400afa7c892097adb38,brainstorming_or_planning,,,,completed,-1.9912109375,3.92578125,5.9169921875,-5.9169921875,-3.09375,-3.078125,0.015625,-0.015625
SV1_0201,6e5948cea7b94e77b80f328488f4c7d2,technical_or_coding,factuality,,,completed,-12.4140625,-2.140625,10.2734375,-10.2734375,-2.296875,-1.4375,0.859375,-0.859375
SV1_0202,a4cabb49401d48739645f96111d017c2,technical_or_coding,instruction_following,,,completed,-5.41015625,-14.828125,9.41796875,-9.41796875,-1.796875,-6.46875,4.671875,-4.671875
SV1_0203,e58045ae470b44c6b9ab48f675ae546d,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-2.72265625,-1.693359375,1.029296875,-1.029296875,-5.28125,-7.96875,2.6875,-2.6875
SV1_0204,4b3841dfb2944b84a5b798895f7f516b,technical_or_coding,value_or_subjective_preference,verbosity_or_concision,,completed,-9.2578125,-1.3125,7.9453125,-7.9453125,-4.90625,2.4375,7.34375,-7.34375
SV1_0205,560ec18d03ec4029bb6fc0d4b78aa330,general_advice_or_chat,value_or_subjective_preference,format_or_style,,completed,-17.09375,-4.22265625,12.87109375,-12.87109375,-9.625,-4.9375,4.6875,-4.6875
SV1_0206,722a65d7abda468089779b54914b304b,writing_or_creative,instruction_following,verbosity_or_concision,,completed,-0.263916015625,9.890625,10.154541015625,-10.154541015625,-1.5546875,3.734375,5.2890625,-5.2890625
SV1_0207,ecee61b37c574094b5aa7905c22fe8d5,general_advice_or_chat,refusal_strategy,verbosity_or_concision,,completed,-10.1796875,-1.677734375,8.501953125,-8.501953125,-7.125,-6.15625,0.96875,-0.96875
SV1_0208,6852f1f8c61d4145925f39420e534591,factual_qa,factuality,,,completed,1.9755859375,3.330078125,1.3544921875,-1.3544921875,-4.4375,-3.21875,1.21875,-1.21875
SV1_0209,758933b91f89404bbdf046232bba1b83,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-7.50390625,11.3671875,18.87109375,-18.87109375,-4.65625,5.15625,9.8125,-9.8125
SV1_0210,0afdd692104c4f8bbde60620eaaa2da8,technical_or_coding,task_ambiguity,factuality,,completed,-14.9296875,-3.953125,10.9765625,-10.9765625,-4.78125,-6.59375,1.8125,-1.8125
SV1_0211,8d17149e799a455388a800e3758c1fbe,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,1.1328125,0.951171875,0.181640625,-0.181640625,-7.09375,-3.28125,3.8125,-3.8125
SV1_0212,0e3b3efb6a80429fa39a3d9758d17187,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,6.36328125,7.65625,1.29296875,-1.29296875,4.8125,2.90625,1.90625,-1.90625
SV1_0213,a4b7ba13540f41c7811a9f226c9b05dc,reasoning_or_math,factuality,,,completed,-13.9609375,-16.0625,2.1015625,-2.1015625,-6.5,-6.25,0.25,-0.25
SV1_0214,85b785157e9e41e68f576e1638f42dad,brainstorming_or_planning,value_or_subjective_preference,format_or_style,,completed,-3.595703125,3.994140625,7.58984375,-7.58984375,-3.03125,-0.80078125,2.23046875,-2.23046875
SV1_0215,c055d72801ca45a4a44f9cdb87a4b949,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-2.66015625,7.34375,10.00390625,-10.00390625,-2.875,0.546875,3.421875,-3.421875
SV1_0216,c321bb829ab246ad9f1c0b97c9b977f3,reasoning_or_math,clear_quality_difference,,,completed,9.2890625,11.1640625,1.875,-1.875,-0.2275390625,0.322265625,0.5498046875,-0.5498046875
SV1_0217,f74317f8bf6b4020b2a34e0f5e8991c5,reasoning_or_math,factuality,,,completed,-11.7578125,2.982421875,14.740234375,-14.740234375,-6.3125,-0.25390625,6.05859375,-6.05859375
SV1_0218,1f5e2f423e7e427ab42aead755f6fe33,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-8.7890625,-0.026123046875,8.762939453125,-8.762939453125,-7.0625,-4.90625,2.15625,-2.15625
SV1_0219,4d3596639e694dba80c51fc2cbf0556c,reasoning_or_math,instruction_following,,,completed,-14.9765625,-6.96484375,8.01171875,-8.01171875,-6.4375,-3.40625,3.03125,-3.03125
SV1_0220,58ddccc9bb66440681f63daf01920812,medical_or_health,verbosity_or_concision,expertise_or_complexity,,completed,-7.66796875,-2.908203125,4.759765625,-4.759765625,-7.375,-4.875,2.5,-2.5
SV1_0221,da94456d2069457d942e0f3ecab29710,reasoning_or_math,factuality,,,completed,-10.515625,-10.3046875,0.2109375,-0.2109375,-2.84375,-4.46875,1.625,-1.625
SV1_0222,f53bc9cbc82b442ba393efc770994641,technical_or_coding,instruction_following,factuality,,completed,-20.140625,-2.015625,18.125,-18.125,-7.125,0.92578125,8.05078125,-8.05078125
SV1_0223,91d5bfdd00eb45a9ab7c5618b12a8b02,general_advice_or_chat,,,,completed,2.94921875,0.03216552734375,2.91705322265625,-2.91705322265625,-1.9296875,-2.5625,0.6328125,-0.6328125
SV1_0224,13b912b193b24c9992f97b305ff2ccc1,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-3.388671875,9.8984375,13.287109375,-13.287109375,-4.25,-0.28515625,3.96484375,-3.96484375
SV1_0225,af92a2aef78b46a39644b00b46c462a7,reasoning_or_math,factuality,,,completed,-16.296875,-21.828125,5.53125,-5.53125,-6.09375,-7.625,1.53125,-1.53125
SV1_0226,4010d6a10e1e43e5b5d80a71c10b7f66,technical_or_coding,task_ambiguity,verbosity_or_concision,,completed,-14.9765625,-11.078125,3.8984375,-3.8984375,-5.65625,-2.4375,3.21875,-3.21875
SV1_0227,aed8a3a249c647859c6a1dbec4f5a6ff,technical_or_coding,clear_quality_difference,,,completed,-11.3984375,9.7890625,21.1875,-21.1875,-1.4453125,1.40625,2.8515625,-2.8515625
SV1_0228,8ba880f9bd7848d7babb37c9bef1883e,reasoning_or_math,clear_quality_difference,,,completed,-1.5126953125,1.296875,2.8095703125,-2.8095703125,-2.859375,-2.296875,0.5625,-0.5625
SV1_0229,f943ac89a45649e58ff0c0e0d7f47d84,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-5.09765625,-7.4296875,2.33203125,-2.33203125,-6.53125,-9.0625,2.53125,-2.53125
SV1_0230,f3d18917fa27412a9cd1400cc6701dde,reasoning_or_math,clear_quality_difference,,,completed,-2.7578125,-10.2890625,7.53125,-7.53125,-3.265625,-1.9140625,1.3515625,-1.3515625
SV1_0231,04d89ec925e145bd832ba6be3a84c96e,summarization_or_transformation,task_ambiguity,factuality,,completed,1.7587890625,-25.546875,27.3056640625,-27.3056640625,-9.125,-5.09375,4.03125,-4.03125
SV1_0232,f99d40429f424da0a388474b08709011,writing_or_creative,refusal_strategy,,,completed,-15.65625,0.521484375,16.177734375,-16.177734375,-7.0625,0.9765625,8.0390625,-8.0390625
SV1_0233,d31a28521a65450983d0012149125fa8,general_advice_or_chat,verbosity_or_concision,format_or_style,,completed,-0.302001953125,1.0029296875,1.304931640625,-1.304931640625,-3.421875,-3.296875,0.125,-0.125
SV1_0234,c5d899df113f440f93b96213b6684e19,factual_qa,factuality,,,completed,-5.64453125,-8.5703125,2.92578125,-2.92578125,-8.5,-11.0625,2.5625,-2.5625
SV1_0235,eb50b164056441e2aeeda14fe1c147a1,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-9.96875,-0.300537109375,9.668212890625,-9.668212890625,-2.265625,4.5,6.765625,-6.765625
SV1_0236,9272d8b069824f6caf3cfe375ba9d9cb,brainstorming_or_planning,value_or_subjective_preference,format_or_style,,completed,3.923828125,3.302734375,0.62109375,-0.62109375,-2.015625,-0.73828125,1.27734375,-1.27734375
SV1_0237,26a785a0efbf42f2aaac85c60d97034a,general_advice_or_chat,verbosity_or_concision,,,completed,4.109375,8.140625,4.03125,-4.03125,-3.3125,-0.7265625,2.5859375,-2.5859375
SV1_0238,3da15deef4a14f23a09af7af70f5a093,reasoning_or_math,verbosity_or_concision,,,completed,6.33984375,12.7890625,6.44921875,-6.44921875,-3.484375,1.5,4.984375,-4.984375
SV1_0239,97f06ca0350c4794a781215841ed0d7d,reasoning_or_math,,,,completed,14.8515625,4.37890625,10.47265625,-10.47265625,0.30859375,-0.76953125,1.078125,-1.078125
SV1_0240,39dd396e679e40ee9c26fb2f54846932,factual_qa,factuality,,,completed,-27.65625,-2.95703125,24.69921875,-24.69921875,-8.75,-0.2275390625,8.5224609375,-8.5224609375
SV1_0241,00256416b908403cb3e072cb05fd35aa,reasoning_or_math,factuality,,,completed,-12.296875,-14.859375,2.5625,-2.5625,-6.1875,-5.15625,1.03125,-1.03125
SV1_0242,f3fcde01684f48999b3f52494a045b13,safety_or_sensitive,refusal_strategy,,,completed,-16.65625,-7.84375,8.8125,-8.8125,-6.46875,-10.1875,3.71875,-3.71875
SV1_0243,6ea75c3573004a3dacbb35ba30806fe6,reasoning_or_math,clear_quality_difference,,,completed,-18.421875,20.015625,38.4375,-38.4375,-9.125,1.0625,10.1875,-10.1875
SV1_0244,bd250a31a7da421b99eeed6303f3ef3d,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,3.50390625,-3.689453125,7.193359375,-7.193359375,-2.8125,-2.421875,0.390625,-0.390625
SV1_0245,4a14108112ef4bf08824dbbde2a2b60e,medical_or_health,verbosity_or_concision,expertise_or_complexity,,completed,2.548828125,18.65625,16.107421875,-16.107421875,-2.125,3.328125,5.453125,-5.453125
SV1_0246,1ebbfeb083904de5b9e9da0ed27826c7,writing_or_creative,factuality,,,completed,-19.421875,-19.5625,0.140625,-0.140625,-6.9375,-6.875,0.0625,-0.0625
SV1_0247,34d74080e57b4ac0babdcbf69a39796b,factual_qa,factuality,,,completed,-17.8125,-14.4453125,3.3671875,-3.3671875,-3.453125,-1.921875,1.53125,-1.53125
SV1_0248,ce97c37b15fc412d99a5277600b532f9,writing_or_creative,refusal_strategy,,,completed,-7.3828125,-20.078125,12.6953125,-12.6953125,-2.46875,-8.5,6.03125,-6.03125
SV1_0249,0c916c0770564acebe8bf9072d4146af,general_advice_or_chat,refusal_strategy,verbosity_or_concision,,completed,-4.828125,0.58251953125,5.41064453125,-5.41064453125,-7.53125,-9,1.46875,-1.46875
SV1_0250,b156efbae6c64bc0a1d23b23f8a84710,medical_or_health,factuality,verbosity_or_concision,,completed,-3.431640625,-1.4189453125,2.0126953125,-2.0126953125,-2.8125,1.4453125,4.2578125,-4.2578125
SV1_0251,bc2f2fa6a3da45d99911820b9f2e8038,writing_or_creative,task_ambiguity,verbosity_or_concision,,completed,-6.015625,-1.9892578125,4.0263671875,-4.0263671875,-6.9375,-3.359375,3.578125,-3.578125
SV1_0252,7ae60ed645d447f5bff4eda7a2ac097f,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-2.80859375,-12.6484375,9.83984375,-9.83984375,-6.75,-6.5,0.25,-0.25
SV1_0253,4bffe66a913044b0be7d529b40b63e78,technical_or_coding,factuality,,,completed,-11.0078125,-15.1171875,4.109375,-4.109375,-4.8125,-6.5,1.6875,-1.6875
SV1_0254,71ca736a85e9499bbbd1db0ae406d8c3,writing_or_creative,verbosity_or_concision,format_or_style,,completed,3.9609375,0.80810546875,3.15283203125,-3.15283203125,0.9140625,-0.97265625,1.88671875,-1.88671875
SV1_0255,9898d347a6724a46827e01e4fa95eb13,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-7.30078125,-6.1328125,1.16796875,-1.16796875,-3.6875,-5.6875,2,-2
SV1_0256,0e598145c16f4dcd8e956b546b725af2,factual_qa,clear_quality_difference,,,completed,-11.8359375,10.4296875,22.265625,-22.265625,-5.09375,0.294921875,5.388671875,-5.388671875
SV1_0257,944c5aa868b84a61a80d50e17649da9f,safety_or_sensitive,refusal_strategy,factuality,,completed,-13.8828125,-3.609375,10.2734375,-10.2734375,-7.6875,-6.21875,1.46875,-1.46875
SV1_0258,17ef76af20ee477184bcf39adea4c4b7,safety_or_sensitive,refusal_strategy,,,completed,-12.3203125,-3.0078125,9.3125,-9.3125,-6.125,-9.4375,3.3125,-3.3125
SV1_0259,32fd73c508944176be99df69bcd49975,general_advice_or_chat,refusal_strategy,verbosity_or_concision,,completed,-3.48046875,-0.354248046875,3.126220703125,-3.126220703125,-7.96875,-6.65625,1.3125,-1.3125
SV1_0260,a542f57c752543509aa3f29ee38b643f,technical_or_coding,factuality,,,completed,-20.609375,-13.265625,7.34375,-7.34375,-5.875,-2.84375,3.03125,-3.03125
SV1_0261,d92d835e33374cb491d2db8e98485b0b,technical_or_coding,factuality,,,completed,0.88427734375,-1.2724609375,2.15673828125,-2.15673828125,-3.0625,-0.8125,2.25,-2.25
SV1_0262,45e94783fb9a4c95babe74a1aeac1d6d,reasoning_or_math,factuality,,,completed,-13.6875,0.74267578125,14.43017578125,-14.43017578125,-7,-2.65625,4.34375,-4.34375
SV1_0263,f1f62a2240864abeb14d14ecc62552de,factual_qa,factuality,expertise_or_complexity,,completed,0.71728515625,5.125,4.40771484375,-4.40771484375,-3.9375,-0.326171875,3.611328125,-3.611328125
SV1_0264,0b8e394f3413464f9132543a1ed79d49,factual_qa,factuality,verbosity_or_concision,,completed,-7.30078125,-6.16015625,1.140625,-1.140625,-3.6875,-4.09375,0.40625,-0.40625
SV1_0265,bc6965e7bdfb4e2f8f7a9bd510e68719,technical_or_coding,factuality,verbosity_or_concision,,completed,6.9140625,13.734375,6.8203125,-6.8203125,2.78125,2.4375,0.34375,-0.34375
SV1_0266,ddc639b6f94e4622a942430192ad87d6,summarization_or_transformation,instruction_following,refusal_strategy,factuality,completed,-15.390625,-20.6875,5.296875,-5.296875,-5.625,-8,2.375,-2.375
SV1_0267,60c93a311fc84662953b08b871ee2c19,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-11.375,8.515625,19.890625,-19.890625,-6.78125,-1.8671875,4.9140625,-4.9140625
